st	year	percentsmokers	tobaccolobby	healthorgslobby	production	govideolbrfh	yadatecensus	restcensus	wp_publiccensus	govbuildings	restaurants	outofpackage	neigovbuildings	neirestaurant	neioutofpackage	dvgovbuild	dvrest	dvoutpack	toblobbyratio	healthlobbyratio	ugovdem	ugovrep	psphealth	proddum	synar1	yacens_healthorgslobby	gbcens_healthorgslobby	restcens_healthorgslobby	rslsal	rslsalgbl	rslsalrestl	rslsalyal	profess	professgbl	professrl	professyal	policynum	pooleddv	poolednei	pooledcensus	pooledlocalrslsal	pooledlocalhealth	styr	pooledlocalprof	synar1ya	state
35	1985	29.0	0	2	0.008473000000000001	67.16	0.0	0.046598136	0.046598136	1	0	0	0.0	0.2	0.0		0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.027701363	1.0	0.0	0.0	0.09319627	0.09319627	50.72	2.3634574	2.3634574	0.0	0.329	0.015330787	0.015330787	0.0	2	0.0	0.2	0.046598136	2.3634574	0.09319627	351985.0	0.015330787	0.0	"OH"
36	1985	25.2	0	2	0	41.33	0.0	0.0	0.0	0	0	0	0.0	0.0	0.16666667	0.0	0.0	0.0	0.010224949	0.073619634	1.0	0.0	0.025849478	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	361985.0	0.0	0.0	"OK"
37	1985	23.6	0	2	0	50.34	0.0	0.040081985	0.040081985	1	1	0	0.5	0.0	0.0			0.0	0.012	0.048	0.0	0.0	0.025473313	0.0	0.0	0.0	0.08016397	0.08016397	14.88	0.59641993	0.59641993	0.0	0.183	0.0073350035	0.0073350035	0.0	2		0.0	0.040081985	0.59641993	0.08016397	371985.0	0.0073350035	0.0	"OR"
38	1985	27.5	0	2	0.01095	44.44	0.0	0.0	0.0	0	0	0	0.16666667	0.0	0.0	0.0	0.0	0.0	0.023809524	0.2767857	0.0	0.0	0.028709644	1.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.336	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	381985.0	0.0	0.0	"PA"
39	1985	30.0	0	1	0	67.13	0.0	0.0	0.0	0	1	0	0.5	0.5	0.0	0.0		0.0	0.024390243	0.039634146	0.0	0.0	0.04010991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	2		0.5	0.0	0.0	0.0	391985.0	0.0	0.0	"RI"
40	1985	30.2	0	2	0.04945	48.88	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.027190333	0.09667674	1.0	0.0	0.04923836	1.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.178	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	401985.0	0.0	0.0	"SC"
41	1985	25.7	0	0	0	12.25	0.0	0.0	0.1457773	0	0	0	0.8333333	0.6666667	0.0	0.0	0.0	0.0	0.01179941	0.06784661	0.0	1.0	0.028819377	0.0	0.0	0.0	0.0	0.0	4.48	0.6530823	0.0	0.0	0.083	0.012099516	0.0	0.0	2	0.0	0.6666667	0.0	0.0	0.0	411985.0	0.0	0.0	"SD"
42	1985	28.6	0	1	0.06370150000000001	42.29	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	0.0	0.0	0.0380822	1.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	421985.0	0.0	0.0	"TN"
43	1985	23.3	0	0	0	59.56	0.0	0.009132815	0.009132815	0	0	1	0.0	0.0	0.0	0.0	0.0		0.003613836	0.048528653	1.0	0.0	0.02120067	0.0	0.0	0.0	0.0	0.0	11.5199995	0.10521002	0.10521002	0.0	0.21	0.001917891	0.001917891	0.0	2	0.0	0.0	0.009132815	0.10521002	0.0	431985.0	0.001917891	0.0	"TX"
44	1985	16.1	0	1	0	8.2	0.0	0.0	0.0	1	1	0	0.16666667	0.0	0.0			0.0	0.02862254	0.04830054	0.0	1.0	0.035157073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	2		0.0	0.0	0.0	0.0	441985.0	0.0	0.0	"UT"
45	1985	21.9	0	1	0	73.66	0.0	0.0	0.0	0	0	0	0.33333334	0.0	0.0	0.0	0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.039164167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	451985.0	0.0	0.0	"VT"
46	1985	25.2	0	2	0.045545999999999996	42.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	1.0	0.0	0.031058297	1.0	0.0	0.0	0.0	0.0	17.6	0.0	0.0	0.0	0.17	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	461985.0	0.0	0.0	"VA"
47	1985	24.7	1	0	0	75.55	0.0	0.10608835	0.10608835	1	1	0	0.5	0.5	0.0	1.0	1.0	0.0	0.0061898213	0.030949106	1.0	0.0	0.030794993	0.0	0.0	0.0	0.0	0.0	21.92	2.3254566	2.3254566	0.0	0.23	0.02440032	0.02440032	0.0	2	1.0	0.5	0.10608835	2.3254566	0.0	471985.0	0.02440032	0.0	"WA"
48	1985	26.9	0	1	0.001692	45.95	0.0	0.0	0.0	0	0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.01	0.086	0.0	0.0	0.031468853	1.0	0.0	0.0	0.0	0.0	10.400001	0.0	0.0	0.0	0.125	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	481985.0	0.0	0.0	"WV"
49	1985	24.9	1	1	0.008989	76.04	0.017256746	0.050721996	0.052525144	1	1	0	0.5	0.5	0.0			0.0	0.019543974	0.1009772	1.0	0.0	0.038964413	1.0	0.0	0.017256746	0.052525144	0.050721996	43.52	2.2858944	2.2074213	0.7510136	0.27	0.014181789	0.013694939	0.0046593216	2		0.5	0.050721996	2.2074213	0.050721996	491985.0	0.013694939	0.0	"WI"
50	1985	21.3	0	0	0	38.28	0.0	0.0	0.0	0	0	0	0.5	0.5	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.023776093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	2	0.0	0.5	0.0	0.0	0.0	501985.0	0.0	0.0	"WY"
1	1986	25.4	0	0	0	49.75	0.0	0.0	0.0	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.018691588	0.07788162	1.0	0.0	0.034410883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	2	0.0	0.25	0.0	0.0	0.0	11986.0	0.0	0.0	"AL"
2	1986	26.9	0	0	0	56.45	0.0	0.41152364	0.41152364	1	1	0						0.0	0.011764706	0.043137256	0.0	0.0	0.021264827	0.0	0.0	0.0	0.0	0.0	73.5228	30.256369	30.256369	0.0	0.311	0.12798385	0.12798385	0.0	2			0.41152364	30.256369	0.0	21986.0	0.12798385	0.0	"AK"
3	1986	24.6	0	1	0	39.05	0.0	0.11381692	0.11381692	1	0	0	0.8	0.2	0.0	1.0	0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.027974976	0.0	0.0	0.0	0.11381692	0.11381692	23.565	2.6820958	2.6820958	0.0	0.25	0.02845423	0.02845423	0.0	2	0.0	0.2	0.11381692	2.6820958	0.11381692	31986.0	0.02845423	0.0	"AZ"
4	1986	26.8	0	0	0	62.4	0.0	0.07532369	0.026728202	0	0	0	0.0	0.0	0.16666667	0.0	0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.029679788	0.0	0.0	0.0	0.0	0.0	11.7825	0.31492504	0.8875014	0.0	0.105	0.0028064612	0.007908988	0.0	2	0.0	0.0	0.07532369	0.8875014	0.0	41986.0	0.007908988	0.0	"AR"
5	1986	25.3	1	1	0	47.41	0.001319748	0.31473908	0.32062578	1	0	0	0.6666667	0.33333334	0.0		0.0	0.0	0.01635514	0.069314644	0.0	0.0	0.040194873	0.0	0.0	0.001319748	0.32062578	0.31473908	52.9427	16.974794	16.663136	0.06987102	0.625	0.20039111	0.19671193	8.248425E-4	2	0.0	0.33333334	0.31473908	16.663136	0.31473908	51986.0	0.19671193	0.0	"CA"
6	1986	21.9	0	1	0	48.02	0.0	0.10264785	0.07259047	0	0	0	0.42857143	0.2857143	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.03384257	0.0	0.0	0.0	0.07259047	0.10264785	27.4925	1.9956936	2.822046	0.0	0.3	0.021777142	0.030794356	0.0	2	0.0	0.2857143	0.10264785	2.822046	0.10264785	61986.0	0.030794356	0.0	"CO"
7	1986	26.7	0	2	0.0015309999999999998	79.2	0.0	0.0	0.0	1	1	0	0.0	0.33333334	0.0			0.0	0.017405063	0.16772152	0.0	0.0	0.025912179	1.0	0.0	0.0	0.0	0.0	20.423	0.0	0.0	0.0	0.233	0.0	0.0	0.0	2		0.33333334	0.0	0.0	0.0	71986.0	0.0	0.0	"CT"
8	1986	23.6	0	0	0	33.75	0.0	0.0	0.0	0	0	0	0.33333334	0.33333334	0.0	0.0	0.0	0.0	0.02	0.076	0.0	0.0	0.036314413	0.0	0.0	0.0	0.0	0.0	31.42	0.0	0.0	0.0	0.192	0.0	0.0	0.0	2	0.0	0.33333334	0.0	0.0	0.0	81986.0	0.0	0.0	"DE"
9	1986	28.8	0	1	0.0066515	56.85	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.007417103	0.07984293	1.0	0.0	0.057998568	1.0	0.0	0.0	0.0	0.0	28.278	0.0	0.0	0.0	0.255	0.0	0.0	0.0	2		0.0	0.0	0.0	0.0	91986.0	0.0	0.0	"FL"
10	1986	27.7	0	0	0.033945	32.11	0.0	0.0	0.0	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.035881188	1.0	0.0	0.0	0.0	0.0	11.311199	0.0	0.0	0.0	0.133	0.0	0.0	0.0	2	0.0	0.2	0.0	0.0	0.0	101986.0	0.0	0.0	"GA"
11	1986	25.0	0	1	0	62.33	0.0	0.34019583	0.34019583	0	0	0				0.0	0.0	0.0	0.02745098	0.043137256	1.0	0.0	0.036818814	0.0	0.0	0.0	0.34019583	0.34019583	24.5076	8.337383	8.337383	0.0	0.276	0.09389405	0.09389405	0.0	2	0.0		0.34019583	8.337383	0.34019583	111986.0	0.09389405	0.0	"HI"
12	1986	23.7	0	2	0	27.67	0.0	0.0	0.0	0	1	0	0.8333333	0.6666667	0.0	0.0		0.0	0.014285714	0.11785714	0.0	0.0	0.03458267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.119	0.0	0.0	0.0	2		0.6666667	0.0	0.0	0.0	121986.0	0.0	0.0	"ID"
13	1986	29.1	0	0	0	40.29	0.010696877	0.011724259	0.0	0	0	0	0.4	0.2	0.0	0.0	0.0	0.0	0.0023685456	0.06631928	0.0	0.0	0.031361174	0.0	0.0	0.0	0.0	0.0	51.0575	0.0	0.59861135	0.54615575	0.302	0.0	0.003540726	0.0032304567	2	0.0	0.2	0.011724259	0.59861135	0.0	131986.0	0.003540726	0.0	"IL"
14	1986	27.7	0	2	0.0060475	11.93	0.0	0.011454545	0.011454545	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.02	0.052	0.0	1.0	0.029032173	1.0	0.0	0.0	0.02290909	0.02290909	18.2236	0.20874305	0.20874305	0.0	0.139	0.0015921817	0.0015921817	0.0	2	0.0	0.25	0.011454545	0.20874305	0.02290909	141986.0	0.0015921817	0.0	"IN"
15	1986	22.6	0	0	0	52.64	0.0	0.021526828	0.0	1	0	0	0.5	0.5	0.0		0.0	0.0	0.009966778	0.09800664	0.0	0.0	0.013572162	0.0	0.0	0.0	0.0	0.0	22.9366	0.0	0.49375224	0.0	0.225	0.0	0.0048435363	0.0	2	0.0	0.5	0.021526828	0.49375224	0.0	151986.0	0.0048435363	0.0	"IA"
16	1986	23.0	0	0	0	34.48	0.0	0.09388418	0.09388418	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.011363637	0.06818182	0.0	0.0	0.019390153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.014270394	0.014270394	0.0	2	0.0	0.25	0.09388418	0.0	0.0	161986.0	0.014270394	0.0	"KS"
17	1986	34.7	0	2	0.15747	68.8	0.0	0.0	0.0	0	0	0	0.14285715	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.027931245	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	171986.0	0.0	0.0	"KY"
18	1986	25.6	0	0	0	54.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.33333334	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.024767702	0.0	0.0	0.0	0.0	0.0	26.3928	0.0	0.0	0.0	0.185	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	181986.0	0.0	0.0	"LA"
19	1986	27.9	0	2	0	84.49	0.0	0.0	0.0	1	0	0	1.0	0.0	0.0		0.0	0.0	0.036	0.056	1.0	0.0	0.027886316	0.0	0.0	0.0	0.0	0.0	6.284	0.0	0.0	0.0	0.161	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	191986.0	0.0	0.0	"ME"
20	1986	25.0	0	0	0.01056	78.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.042497016	1.0	0.0	0.0	0.0	0.0	32.991	0.0	0.0	0.0	0.204	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	201986.0	0.0	0.0	"MD"
21	1986	27.9	0	2	0.000311	88.55	0.15006848	0.08072756	0.06224385	0	0	0	0.4	0.4	0.0	0.0	0.0	0.0	0.012567325	0.1005386	1.0	0.0	0.044472244	1.0	0.0	0.30013695	0.1244877	0.16145512	47.13	2.9335527	3.8046901	7.0727277	0.614	0.038217723	0.049566723	0.092142045	2	0.0	0.4	0.08072756	3.8046901	0.16145512	211986.0	0.049566723	0.0	"MA"
22	1986	26.8	0	1	0	77.68	0.009587843	0.0	0.0	1	1	0	0.6666667	0.33333334	0.0	1.0		0.0	0.01375	0.29375	0.0	0.0	0.06606473	0.0	0.0	0.009587843	0.0	0.0	57.3415	0.0	0.0	0.54978126	0.653	0.0	0.0	0.0062608616	2		0.33333334	0.0	0.0	0.0	221986.0	0.0	0.0	"MI"
23	1986	26.4	0	0	0	76.2	0.04517619	0.0	0.0	1	1	0	0.75	0.5	0.25			0.0	0.01846381	0.046528805	0.0	0.0	0.017297557	0.0	0.0	0.0	0.0	0.0	35.1904	0.0	0.0	1.5897682	0.199	0.0	0.0	0.0089900615	2		0.5	0.0	0.0	0.0	231986.0	0.0	0.0	"MN"
24	1986	24.8	0	0	0	45.63	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.03149137	0.0	0.0	0.0	0.0	0.0	15.71	0.0	0.0	0.0	0.16	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	241986.0	0.0	0.0	"MS"
25	1986	25.7	0	2	0.0021945000000000003	48.41	0.00814872	0.0	0.0	0	0	0	0.25	0.125	0.0	0.0	0.0	0.0	0.006422925	0.0993083	0.0	0.0	0.031945705	1.0	0.0	0.01629744	0.0	0.0	30.6345	0.0	0.0	0.24963196	0.297	0.0	0.0	0.0024201695	2	0.0	0.125	0.0	0.0	0.0	251986.0	0.0	0.0	"MO"
26	1986	23.5	0	1	0	69.19	0.0	0.0	0.0	1	1	0	0.25	0.5	0.25			0.0	0.012135922	0.053398058	0.0	0.0	0.035620514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	2		0.5	0.0	0.0	0.0	261986.0	0.0	0.0	"MT"
27	1986	24.5	0	0	0	27.1	0.0	0.0	0.0	1	1	0	0.16666667	0.0	0.0			0.0	0.015957447	0.10372341			0.029844642	0.0	0.0	0.0	0.0	0.0	7.5408	0.0	0.0	0.0	0.186	0.0	0.0	0.0	2		0.0	0.0	0.0	0.0	271986.0	0.0	0.0	"NE"
28	1986	30.6	0	1	0	58.03	0.0	0.0	0.0	1	0	0	0.6	0.6	0.0		0.0	0.0	0.011764706	0.05210084	0.0	0.0	0.021418503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	2	0.0	0.6	0.0	0.0	0.0	281986.0	0.0	0.0	"NV"
29	1986	27.2	0	1	0	8.13	0.0	0.0	0.0	1	0	0	0.33333334	0.0	0.0		0.0	0.0	0.021052632	0.1	0.0	1.0	0.062247142	0.0	0.0	0.0	0.0	0.0	0.1571	0.0	0.0	0.0	0.042	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	291986.0	0.0	0.0	"NH"
30	1986	22.5	0	0	0	59.69	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.022222223	0.24444444	0.0	0.0	0.026549043	0.0	0.0	0.0	0.0	0.0	39.274998	0.0	0.0	0.0	0.255	0.0	0.0	0.0	2		0.0	0.0	0.0	0.0	301986.0	0.0	0.0	"NJ"
31	1986	26.7	0	1	0	66.33	0.0	0.0	0.0	1	0	0	0.2	0.2	0.2		0.0	0.0	0.0027347312	0.029170465	0.0	0.0	0.033641435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	2	0.0	0.2	0.0	0.0	0.0	311986.0	0.0	0.0	"NM"
32	1986	27.7	2	2	0	76.29	0.018227503	0.0	0.018227503	0	0	0	0.4	0.4	0.0	0.0	0.0	0.0	0.004854369	0.040453073	0.0	0.0	0.029407667	0.0	0.0	0.036455005	0.036455005	0.0	67.553	1.2313225	0.0	1.2313225	0.659	0.012011924	0.0	0.012011924	2	0.0	0.4	0.0	0.0	0.0	321986.0	0.0	0.0	"NY"
33	1986	27.2	2	1	0.222395	36.5	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	0.0	0.0	0.03534854	1.0	0.0	0.0	0.0	0.0	13.1964	0.0	0.0	0.0	0.203	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	331986.0	0.0	0.0	"NC"
34	1986	26.3	0	0	0	74.11	0.0	0.0	0.0	1	1	1	0.6666667	0.6666667	0.0				0.024390243	0.05986696	0.0	0.0	0.023439888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	2		0.6666667	0.0	0.0	0.0	341986.0	0.0	0.0	"ND"
35	1986	28.3	0	2	0.006787	71.36	0.0	0.08020678	0.08020678	1	0	0	0.0	0.2	0.0		0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.024943402	1.0	0.0	0.0	0.16041356	0.16041356	49.8007	3.994354	3.994354	0.0	0.329	0.02638803	0.02638803	0.0	2	0.0	0.2	0.08020678	3.994354	0.16041356	351986.0	0.02638803	0.0	"OH"
36	1986	25.2	0	2	0	46.0	0.0	0.0	0.0	0	0	0	0.16666667	0.0	0.16666667	0.0	0.0	0.0	0.010224949	0.073619634	1.0	0.0	0.028227303	0.0	0.0	0.0	0.0	0.0	31.42	0.0	0.0	0.0	0.25	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	361986.0	0.0	0.0	"OK"
37	1986	23.6	0	2	0	56.58	0.0	0.040081985	0.040081985	1	1	0	0.75	0.5	0.0			0.0	0.012	0.048	0.0	0.0	0.026212791	0.0	0.0	0.0	0.08016397	0.08016397	14.6103	0.58560985	0.58560985	0.0	0.183	0.0073350035	0.0073350035	0.0	2		0.5	0.040081985	0.58560985	0.08016397	371986.0	0.0073350035	0.0	"OR"
38	1986	27.5	0	2	0.009914999999999998	56.76	0.0	0.0	0.0	0	0	0	0.33333334	0.16666667	0.0	0.0	0.0	0.0	0.023809524	0.2767857	0.0	0.0	0.028428052	1.0	0.0	0.0	0.0	0.0	54.985	0.0	0.0	0.0	0.336	0.0	0.0	0.0	2	0.0	0.16666667	0.0	0.0	0.0	381986.0	0.0	0.0	"PA"
39	1986	30.7	0	1	0	75.0	0.0	0.0	0.0	1	1	0	0.5	0.5	0.0	1.0		0.0	0.024390243	0.039634146	0.0	0.0	0.040098064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	2		0.5	0.0	0.0	0.0	391986.0	0.0	0.0	"RI"
40	1986	27.3	0	2	0.03774	56.88	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.027190333	0.09667674	1.0	0.0	0.052043233	1.0	0.0	0.0	0.0	0.0	15.71	0.0	0.0	0.0	0.178	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	401986.0	0.0	0.0	"SC"
41	1986	25.7	0	0	0	20.25	0.0	0.0	0.1457773	0	0	0	0.8333333	0.6666667	0.16666667	0.0	0.0	0.0	0.01179941	0.06784661	0.0	1.0	0.03872876	0.0	0.0	0.0	0.0	0.0	4.3988	0.6412452	0.0	0.0	0.083	0.012099516	0.0	0.0	2	0.0	0.6666667	0.0	0.0	0.0	411986.0	0.0	0.0	"SD"
42	1986	29.1	0	1	0.041410499999999996	44.22	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	0.0	0.0	0.04084333	1.0	0.0	0.0	0.0	0.0	19.637499	0.0	0.0	0.0	0.135	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	421986.0	0.0	0.0	"TN"
43	1986	23.3	0	0	0	63.28	0.0	0.024557224	0.024557224	0	0	1	0.25	0.0	0.0	0.0	0.0		0.003613836	0.048528653	1.0	0.0	0.021370577	0.0	0.0	0.0	0.0	0.0	11.311199	0.27777165	0.27777165	0.0	0.21	0.0051570167	0.0051570167	0.0	2	0.0	0.0	0.024557224	0.27777165	0.0	431986.0	0.0051570167	0.0	"TX"
44	1986	18.4	0	1	0	4.4	0.0	0.0	0.0	1	1	0	0.33333334	0.16666667	0.0			0.0	0.02862254	0.04830054	0.0	1.0	0.040062394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	2		0.16666667	0.0	0.0	0.0	441986.0	0.0	0.0	"UT"
45	1986	21.9	0	1	0	81.71	0.0	0.0	0.0	0	0	0	0.33333334	0.0	0.0	0.0	0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.034865443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	451986.0	0.0	0.0	"VT"
46	1986	25.2	0	2	0.036762	49.13	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	1.0	0.0	0.036288965	1.0	0.0	0.0	0.0	0.0	17.281	0.0	0.0	0.0	0.17	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	461986.0	0.0	0.0	"VA"
47	1986	24.7	1	0	0	74.73	0.0	0.11486892	0.10608835	1	1	0	0.5	1.0	0.0			0.0	0.0061898213	0.030949106	1.0	0.0	0.03741397	0.0	0.0	0.0	0.0	0.0	21.5227	2.2833076	2.472289	0.0	0.23	0.02440032	0.026419852	0.0	2		1.0	0.11486892	2.472289	0.0	471986.0	0.026419852	0.0	"WA"
48	1986	29.6	0	1	0.00132	54.61	0.0	0.0	0.0	0	0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.01	0.086	0.0	0.0	0.031300884	1.0	0.0	0.0	0.0	0.0	10.2115	0.0	0.0	0.0	0.125	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	481986.0	0.0	0.0	"WV"
49	1986	27.2	1	1	0.0059299999999999995	72.33	0.017256746	0.050721996	0.052525144	1	1	0	0.5	0.5	0.0			0.0	0.019543974	0.1009772	1.0	0.0	0.04029363	1.0	0.0	0.017256746	0.052525144	0.050721996	42.7312	2.2444625	2.1674118	0.7374015	0.27	0.014181789	0.013694939	0.0046593216	2		0.5	0.050721996	2.1674118	0.050721996	491986.0	0.013694939	0.0	"WI"
50	1986	21.3	0	0	0	37.4	0.0	0.0	0.0	0	0	0	0.5	0.6666667	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.035887226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	2	0.0	0.6666667	0.0	0.0	0.0	501986.0	0.0	0.0	"WY"
1	1987	27.5	0	0	0	34.43	0.0	0.0	0.0	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.018691588	0.07788162	0.0	0.0	0.03563696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.0	2	0.0	0.25	0.0	0.0	0.0	11987.0	0.0	0.0	"AL"
2	1987	26.9	0	0	0	60.94	0.0	0.41152364	0.41152364	1	1	0						0.0	0.011764706	0.043137256	0.0	0.0	0.015304319	0.0	0.0	0.0	0.0	0.0	33.5036	13.787524	13.787524	0.0	0.311	0.12798385	0.12798385	0.0	2			0.41152364	13.787524	0.0	21987.0	0.12798385	0.0	"AK"
3	1987	26.8	0	1	0	6.9	0.0	0.5371012	0.5371012	1	0	0	0.8	0.2	0.0		0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.028383544	0.0	0.0	0.0	0.5371012	0.5371012	22.74	12.213681	12.213681	0.0	0.25	0.1342753	0.1342753	0.0	2	0.0	0.2	0.5371012	12.213681	0.5371012	31987.0	0.1342753	0.0	"AZ"
4	1987	26.8	0	0	0	74.0	0.0	0.07532369	0.026728202	1	0	0	0.0	0.0	0.16666667	1.0	0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.030115727	0.0	0.0	0.0	0.0	0.0	11.37	0.30389965	0.8564304	0.0	0.105	0.0028064612	0.007908988	0.0	2	0.0	0.0	0.07532369	0.8564304	0.0	41987.0	0.007908988	0.0	"AR"
5	1987	22.2	1	1	0	45.61	0.001319748	0.3614936	0.36738026	1	0	0	1.0	0.33333334	0.0		0.0	0.0	0.01635514	0.069314644	0.0	0.0	0.038733896	0.0	0.0	0.001319748	0.36738026	0.3614936	56.2436	20.662788	20.331701	0.07422738	0.625	0.22961266	0.22593349	8.248425E-4	2	0.0	0.33333334	0.3614936	20.331701	0.3614936	51987.0	0.22593349	0.0	"CA"
6	1987	21.9	0	1	0	45.38	0.0	0.41563508	0.3855777	0	0	0	0.5714286	0.2857143	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.027235484	0.0	0.0	0.0	0.3855777	0.41563508	26.53	10.229377	11.026799	0.0	0.3	0.11567332	0.124690525	0.0	2	0.0	0.2857143	0.41563508	11.026799	0.41563508	61987.0	0.124690525	0.0	"CO"
7	1987	26.8	0	2	0.0014005	90.13	0.0	0.0	0.0	1	1	0	0.33333334	0.33333334	0.0			0.0	0.017405063	0.16772152	1.0	0.0	0.027024174	1.0	0.0	0.0	0.0	0.0	23.0432	0.0	0.0	0.0	0.233	0.0	0.0	0.0	2		0.33333334	0.0	0.0	0.0	71987.0	0.0	0.0	"CT"
